N,t
1844,0.012725
1845,0.012734
1846,0.012884
1847,0.012918
1848,0.013051
1849,0.012707
1850,0.012884
1851,0.013109
1852,0.012961
1853,0.012924
1854,0.012978
1855,0.013242
1856,0.013024
1857,0.012938
1858,0.012958
1859,0.013312
1860,0.012923
1861,0.013102
1862,0.013055
1863,0.013099
1864,0.013141
1865,0.014853
1866,0.013152
1867,0.013238
1868,0.013441
1869,0.013107
1870,0.013258
1871,0.013229
1872,0.013246
1873,0.013458
1874,0.013312
1875,0.013326
1876,0.01426
1877,0.014154
1878,0.014386
1879,0.014245
1880,0.01388
1881,0.01357
1882,0.013335
1883,0.013348
1884,0.013417
1885,0.013376
